start,end,gc_content,z_score
1,500,57.6,2.6
101,600,63.2,3.53
201,700,69.0,4.49
301,800,73.8,5.28
401,900,79.0,6.15
501,1000,80.2,6.34
601,1100,78.8,6.11
701,1200,78.2,6.01
801,1300,78.0,5.98
901,1400,77.8,5.95
1001,1500,74.8,5.45
1101,1600,72.4,5.05
1201,1700,67.2,4.19
1301,1800,62.2,3.37
1401,1900,53.0,1.84
1501,2000,45.2,0.55
1601,2100,41.2,-0.11
1701,2200,41.0,-0.14
1801,2300,37.0,-0.81
1901,2400,38.4,-0.57
2001,2500,41.2,-0.11
2101,2600,41.6,-0.04
2201,2700,41.6,-0.04
2301,2800,45.8,0.65
2401,2900,47.0,0.85
2501,3000,46.8,0.82
2601,3100,45.2,0.55
2701,3200,44.8,0.49
2801,3300,42.4,0.09
2901,3400,40.0,-0.31
3001,3500,39.2,-0.44
3101,3600,38.4,-0.57
3201,3700,39.2,-0.44
3301,3800,38.4,-0.57
3401,3900,39.8,-0.34
3501,4000,39.4,-0.41
3601,4100,39.0,-0.47
3701,4200,36.2,-0.94
3801,4300,36.4,-0.9
3901,4400,36.2,-0.94
4001,4500,35.8,-1.0
4101,4600,35.2,-1.1
4201,4700,33.8,-1.33
4301,4800,33.4,-1.4
4401,4900,31.8,-1.67
4501,5000,31.8,-1.67
4601,5100,30.0,-1.96
4701,5200,29.0,-2.13
4801,5300,26.2,-2.59
4901,5400,23.6,-3.02
5001,5500,23.0,-3.12
5101,5600,24.0,-2.96
5201,5700,27.6,-2.36
5301,5800,30.0,-1.96
5401,5900,32.4,-1.57
5501,6000,34.0,-1.3
5601,6100,33.0,-1.47
5701,6200,32.6,-1.53
5801,6300,32.4,-1.57
5901,6400,35.0,-1.14
6001,6500,34.8,-1.17
6101,6600,37.2,-0.77
6201,6700,37.6,-0.71
6301,6800,40.0,-0.31
6401,6900,38.6,-0.54
6501,7000,38.6,-0.54
6601,7100,40.0,-0.31
6701,7200,40.0,-0.31
6801,7300,36.4,-0.9
6901,7400,36.4,-0.9
7001,7500,35.4,-1.07
7101,7600,32.8,-1.5
7201,7700,31.8,-1.67
7301,7800,33.8,-1.33
7401,7900,34.8,-1.17
7501,8000,37.8,-0.67
7601,8100,39.0,-0.47
7701,8200,42.4,0.09
7801,8300,45.0,0.52
7901,8400,43.6,0.29
8001,8500,40.4,-0.24
8101,8600,39.2,-0.44
8201,8700,35.8,-1.0
8301,8800,35.2,-1.1
8401,8900,36.6,-0.87
8501,9000,38.2,-0.61
8601,9100,41.0,-0.14
8701,9200,44.4,0.42
8801,9300,41.4,-0.08
8901,9400,39.2,-0.44
9001,9500,40.2,-0.28
9101,9600,39.0,-0.47
9201,9700,36.2,-0.94
9301,9800,38.6,-0.54
9401,9900,38.0,-0.64
9501,10000,36.4,-0.9
9601,10100,37.8,-0.67
9701,10200,38.8,-0.51
9801,10300,40.6,-0.21
9901,10400,43.8,0.32
10001,10500,46.6,0.78
10101,10600,44.8,0.49
10201,10700,43.6,0.29
10301,10800,40.0,-0.31
10401,10900,37.4,-0.74
10501,11000,34.6,-1.2
10601,11100,32.4,-1.57
10701,11200,31.6,-1.7
10801,11300,33.2,-1.43
10901,11400,36.0,-0.97
11001,11500,38.2,-0.61
11101,11600,42.8,0.15
11201,11700,45.2,0.55
11301,11800,47.2,0.88
11401,11900,49.0,1.18
11501,12000,45.6,0.62
11601,12100,42.8,0.15
11701,12200,41.0,-0.14
11801,12300,37.4,-0.74
11901,12400,35.0,-1.14
12001,12500,35.6,-1.04
12101,12600,36.2,-0.94
12201,12700,36.8,-0.84
12301,12800,38.8,-0.51
12401,12900,37.4,-0.74
12501,13000,39.6,-0.38
12601,13100,42.4,0.09
12701,13200,44.2,0.39
12801,13300,44.6,0.45
12901,13400,44.2,0.39
13001,13500,43.2,0.22
13101,13600,43.4,0.25
13201,13700,43.4,0.25
13301,13800,41.2,-0.11
13401,13900,44.2,0.39
13501,14000,44.2,0.39
13601,14100,42.4,0.09
13701,14200,42.0,0.02
13801,14300,42.4,0.09
13901,14400,38.4,-0.57
14001,14500,40.4,-0.24
14101,14600,40.6,-0.21
14201,14700,38.6,-0.54
14301,14800,36.8,-0.84
14401,14900,39.6,-0.38
14501,15000,37.0,-0.81
14601,15100,36.6,-0.87
14701,15200,36.2,-0.94
14801,15300,38.4,-0.57
14901,15400,39.0,-0.47
15001,15500,38.6,-0.54
