start,end,gc_content,z_score
1,500,48.8,0.48
101,600,46.2,0.2
201,700,54.2,1.05
301,800,61.2,1.79
401,900,64.4,2.13
501,1000,65.6,2.25
601,1100,63.8,2.06
701,1200,57.2,1.37
801,1300,50.8,0.69
901,1400,47.6,0.35
1001,1500,47.8,0.37
1101,1600,47.6,0.35
1201,1700,47.8,0.37
1301,1800,47.0,0.29
1401,1900,49.4,0.54
1501,2000,51.0,0.71
1601,2100,54.2,1.05
1701,2200,53.0,0.92
1801,2300,54.8,1.11
1901,2400,54.0,1.03
2001,2500,52.8,0.9
2101,2600,52.4,0.86
2201,2700,52.6,0.88
2301,2800,51.2,0.73
2401,2900,51.4,0.75
2501,3000,51.8,0.8
2601,3100,50.8,0.69
2701,3200,52.0,0.82
2801,3300,52.8,0.9
2901,3400,52.8,0.9
3001,3500,50.0,0.61
3101,3600,47.6,0.35
3201,3700,45.0,0.08
3301,3800,44.8,0.06
3401,3900,41.6,-0.28
3501,4000,39.8,-0.47
3601,4100,40.6,-0.39
3701,4200,38.4,-0.62
3801,4300,34.8,-1.0
3901,4400,35.8,-0.89
4001,4500,38.6,-0.6
4101,4600,40.8,-0.37
4201,4700,43.8,-0.05
4301,4800,47.6,0.35
4401,4900,47.0,0.29
4501,5000,43.0,-0.13
4601,5100,38.2,-0.64
4701,5200,39.6,-0.49
4801,5300,37.2,-0.75
4901,5400,35.4,-0.94
5001,5500,37.0,-0.77
5101,5600,37.6,-0.7
5201,5700,33.0,-1.19
5301,5800,30.4,-1.46
5401,5900,29.2,-1.59
5501,6000,27.4,-1.78
5601,6100,27.2,-1.8
5701,6200,30.2,-1.48
5801,6300,33.4,-1.15
5901,6400,35.4,-0.94
6001,6500,36.8,-0.79
6101,6600,38.4,-0.62
6201,6700,35.2,-0.96
6301,6800,33.2,-1.17
6401,6900,33.2,-1.17
6501,7000,32.8,-1.21
6601,7100,31.0,-1.4
6701,7200,31.6,-1.34
