start,end,gc_content,z_score
1,500,66.4,3.87
101,600,64.6,3.58
201,700,59.2,2.71
301,800,53.0,1.72
401,900,49.4,1.14
501,1000,47.6,0.85
601,1100,42.2,-0.01
701,1200,37.8,-0.72
801,1300,40.0,-0.36
901,1400,43.8,0.25
1001,1500,42.6,0.05
1101,1600,45.2,0.47
1201,1700,47.6,0.85
1301,1800,49.0,1.08
1401,1900,47.8,0.89
1501,2000,49.4,1.14
1601,2100,48.4,0.98
1701,2200,50.8,1.37
1801,2300,48.2,0.95
1901,2400,48.8,1.05
2001,2500,47.4,0.82
2101,2600,48.2,0.95
2201,2700,45.8,0.57
2301,2800,46.0,0.6
2401,2900,42.0,-0.04
2501,3000,43.4,0.18
2601,3100,47.2,0.79
2701,3200,46.2,0.63
2801,3300,43.0,0.12
2901,3400,43.6,0.21
3001,3500,40.6,-0.27
3101,3600,35.2,-1.13
3201,3700,36.0,-1.0
3301,3800,37.8,-0.72
3401,3900,38.6,-0.59
3501,4000,41.4,-0.14
3601,4100,44.4,0.34
3701,4200,43.8,0.25
3801,4300,41.0,-0.2
3901,4400,39.6,-0.43
4001,4500,41.6,-0.11
4101,4600,42.2,-0.01
4201,4700,46.0,0.6
4301,4800,50.6,1.34
4401,4900,54.0,1.88
4501,5000,53.2,1.75
4601,5100,52.2,1.59
4701,5200,49.0,1.08
4801,5300,44.6,0.37
4901,5400,43.8,0.25
5001,5500,39.0,-0.52
5101,5600,34.6,-1.23
5201,5700,33.0,-1.48
5301,5800,33.6,-1.39
5401,5900,31.6,-1.71
5501,6000,33.0,-1.48
5601,6100,34.0,-1.32
5701,6200,35.0,-1.16
5801,6300,34.2,-1.29
5901,6400,31.4,-1.74
6001,6500,30.8,-1.84
6101,6600,32.4,-1.58
6201,6700,30.8,-1.84
6301,6800,35.2,-1.13
6401,6900,38.2,-0.65
6501,7000,43.0,0.12
6601,7100,42.4,0.02
6701,7200,44.0,0.28
6801,7300,40.6,-0.27
6901,7400,40.4,-0.3
7001,7500,38.8,-0.55
7101,7600,43.2,0.15
7201,7700,46.6,0.69
7301,7800,51.2,1.43
7401,7900,50.6,1.34
7501,8000,46.2,0.63
7601,8100,46.4,0.66
7701,8200,44.4,0.34
7801,8300,43.2,0.15
7901,8400,46.4,0.66
8001,8500,47.2,0.79
8101,8600,41.8,-0.07
8201,8700,36.8,-0.88
8301,8800,34.8,-1.2
8401,8900,33.8,-1.36
8501,9000,39.2,-0.49
8601,9100,43.8,0.25
8701,9200,49.0,1.08
8801,9300,52.0,1.56
8901,9400,51.2,1.43
9001,9500,50.2,1.27
9101,9600,52.4,1.62
9201,9700,51.6,1.5
9301,9800,46.4,0.66
9401,9900,46.6,0.69
9501,10000,43.4,0.18
9601,10100,43.4,0.18
9701,10200,44.4,0.34
9801,10300,46.6,0.69
9901,10400,44.4,0.34
10001,10500,45.8,0.57
10101,10600,42.8,0.09
10201,10700,41.8,-0.07
10301,10800,44.4,0.34
10401,10900,48.2,0.95
10501,11000,45.8,0.57
10601,11100,47.4,0.82
10701,11200,48.4,0.98
10801,11300,49.2,1.11
10901,11400,45.2,0.47
11001,11500,45.2,0.47
11101,11600,41.0,-0.2
11201,11700,41.4,-0.14
11301,11800,40.2,-0.33
11401,11900,43.6,0.21
11501,12000,44.6,0.37
11601,12100,45.2,0.47
11701,12200,41.8,-0.07
11801,12300,37.8,-0.72
11901,12400,37.6,-0.75
12001,12500,40.0,-0.36
12101,12600,45.0,0.44
12201,12700,44.8,0.41
12301,12800,45.0,0.44
12401,12900,41.6,-0.11
12501,13000,38.4,-0.62
12601,13100,37.8,-0.72
12701,13200,36.6,-0.91
12801,13300,34.6,-1.23
12901,13400,34.6,-1.23
13001,13500,39.6,-0.43
13101,13600,33.4,-1.42
13201,13700,38.2,-0.65
13301,13800,37.4,-0.78
13401,13900,35.6,-1.07
13501,14000,28.6,-2.19
13601,14100,29.2,-2.09
13701,14200,25.0,-2.77
13801,14300,27.2,-2.41
13901,14400,28.4,-2.22
14001,14500,34.8,-1.2
14101,14600,36.6,-0.91
14201,14700,42.4,0.02
14301,14800,45.8,0.57
14401,14900,47.6,0.85
14501,15000,41.4,-0.14
14601,15100,39.6,-0.43
14701,15200,38.4,-0.62
14801,15300,38.2,-0.65
14901,15400,42.2,-0.01
15001,15500,46.8,0.73
15101,15600,52.6,1.66
15201,15700,50.6,1.34
15301,15800,46.2,0.63
15401,15900,38.2,-0.65
15501,16000,33.4,-1.42
15601,16100,28.8,-2.16
15701,16200,27.8,-2.32
15801,16300,32.6,-1.55
15901,16400,38.2,-0.65
16001,16500,40.4,-0.3
16101,16600,42.2,-0.01
16201,16700,42.6,0.05
16301,16800,39.4,-0.46
16401,16900,35.0,-1.16
16501,17000,37.8,-0.72
16601,17100,38.4,-0.62
16701,17200,44.0,0.28
16801,17300,44.8,0.41
16901,17400,49.4,1.14
17001,17500,51.4,1.46
17101,17600,49.0,1.08
17201,17700,41.4,-0.14
17301,17800,40.2,-0.33
17401,17900,37.2,-0.81
17501,18000,33.6,-1.39
17601,18100,35.6,-1.07
17701,18200,38.0,-0.68
17801,18300,44.0,0.28
17901,18400,47.8,0.89
18001,18500,52.4,1.62
18101,18600,49.4,1.14
18201,18700,48.2,0.95
18301,18800,43.0,0.12
18401,18900,40.0,-0.36
18501,19000,35.6,-1.07
18601,19100,36.6,-0.91
18701,19200,39.6,-0.43
18801,19300,41.4,-0.14
18901,19400,40.4,-0.3
19001,19500,39.8,-0.39
19101,19600,39.2,-0.49
19201,19700,39.2,-0.49
19301,19800,37.4,-0.78
19401,19900,37.8,-0.72
19501,20000,41.2,-0.17
19601,20100,44.0,0.28
19701,20200,43.6,0.21
19801,20300,48.8,1.05
19901,20400,50.2,1.27
20001,20500,49.0,1.08
20101,20600,45.2,0.47
20201,20700,44.2,0.31
20301,20800,38.2,-0.65
20401,20900,37.6,-0.75
20501,21000,36.2,-0.97
20601,21100,40.2,-0.33
20701,21200,43.2,0.15
20801,21300,46.0,0.6
20901,21400,47.2,0.79
21001,21500,47.8,0.89
21101,21600,43.8,0.25
21201,21700,38.0,-0.68
21301,21800,41.2,-0.17
21401,21900,42.6,0.05
21501,22000,43.4,0.18
21601,22100,44.8,0.41
21701,22200,46.0,0.6
21801,22300,43.4,0.18
21901,22400,41.4,-0.14
22001,22500,41.2,-0.17
22101,22600,44.4,0.34
22201,22700,47.0,0.76
22301,22800,47.0,0.76
22401,22900,46.6,0.69
22501,23000,45.8,0.57
22601,23100,43.8,0.25
22701,23200,41.4,-0.14
22801,23300,38.6,-0.59
22901,23400,38.6,-0.59
23001,23500,37.0,-0.84
23101,23600,34.6,-1.23
23201,23700,35.2,-1.13
23301,23800,37.8,-0.72
23401,23900,40.8,-0.23
23501,24000,39.0,-0.52
23601,24100,39.2,-0.49
23701,24200,40.0,-0.36
23801,24300,40.0,-0.36
23901,24400,35.6,-1.07
24001,24500,35.8,-1.04
24101,24600,36.0,-1.0
24201,24700,35.8,-1.04
24301,24800,33.4,-1.42
24401,24900,31.6,-1.71
24501,25000,32.2,-1.61
24601,25100,32.4,-1.58
24701,25200,34.0,-1.32
24801,25300,37.2,-0.81
24901,25400,44.4,0.34
25001,25500,43.6,0.21
25101,25600,45.0,0.44
25201,25700,41.6,-0.11
25301,25800,40.0,-0.36
25401,25900,38.4,-0.62
25501,26000,45.6,0.53
25601,26100,43.6,0.21
25701,26200,42.4,0.02
25801,26300,42.6,0.05
25901,26400,41.8,-0.07
26001,26500,36.6,-0.91
26101,26600,39.4,-0.46
26201,26700,43.6,0.21
26301,26800,45.6,0.53
26401,26900,43.8,0.25
26501,27000,43.4,0.18
26601,27100,40.2,-0.33
26701,27200,37.2,-0.81
26801,27300,30.2,-1.93
26901,27400,28.8,-2.16
27001,27500,32.6,-1.55
27101,27600,36.8,-0.88
27201,27700,41.4,-0.14
27301,27800,44.4,0.34
27401,27900,41.2,-0.17
27501,28000,40.6,-0.27
27601,28100,40.2,-0.33
27701,28200,40.6,-0.27
27801,28300,36.2,-0.97
27901,28400,45.6,0.53
